Год;Месяц;Компания;Бренд;Модель;Модификация;Год выпуска;Страна-производитель;Вид топлива;Объём двиг, л,;Коробка передач;Тип привода;Сегмент;Регион;Наименование дилерского центра;Тип клиента;Форма расчета;Количество;Цена, USD;Продажа, USD;Область;Сегментация 2013;Класс 2013;Сегментация Eng;Локализация производства
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;A2;2019;Российская Федерация;Бензин;2.0;AT;FF;D класс;Нур-Султан;Тойота Центр Астана;Физ. Лицо;;1;24285,45224;24285,45224;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;A2;2019;Российская Федерация;Бензин;2.0;AT;FF;D класс;Алматы;Тойота Центр Алматы;Физ. Лицо;;1;24285,45224;24285,45224;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;A2;2019;Российская Федерация;Бензин;2.0;AT;FF;D класс;Алматы;Тойота Центр Алматы;Физ. Лицо;;1;24285,45224;24285,45224;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;A2;2019;Российская Федерация;Бензин;2.0;AT;FF;D класс;Алматы;Toyota City Алматы;Физ. Лицо;;1;24285,45224;24285,45224;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;A3;2019;Российская Федерация;Бензин;3,5;AT;FWD;D класс;Нур-Султан;Тойота Центр Астана;Физ. Лицо;;1;47434,13863;47434,13863;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B4;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Нур-Султан;Тойота Центр Астана;Физ. Лицо;;1;28961,69357;28961,69357;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;C6;2019;Российская Федерация;Бензин;3,5;AT;FF;D класс;Нур-Султан;Тойота Центр Астана;Юр. Лицо;;1;40355,18766;40355,18766;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;C6;2019;Российская Федерация;Бензин;3,5;AT;FF;D класс;Нур-Султан;Toyota City Астана;Физ. Лицо;;1;40355,18766;40355,18766;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B2;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Актау;Тойота Центр Актау;Физ. Лицо;;1;26455,64159;26455,64159;Мангистауская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B4;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Тойота Центр Жетысу;Физ. Лицо;;1;28961,69357;28961,69357;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;BX;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Шымкент;Тойота Центр Шымкент;Физ. Лицо;;1;30589,33559;30589,33559;Южно-Казахстанская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;BX;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Toyota City Алматы;Физ. Лицо;;1;30589,33559;30589,33559;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;BX;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Toyota City Алматы;Физ. Лицо;;1;30589,33559;30589,33559;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;BX;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Тойота Центр Алматы;Юр. Лицо;;1;30589,33559;30589,33559;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;BX;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Тойота Центр Алматы;Физ. Лицо;;1;30589,33559;30589,33559;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B2;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Актау;Тойота Центр Актау;Физ. Лицо;;1;26455,64159;26455,64159;Мангистауская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B2;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Атырау;Тойота Центр Атырау;Физ. Лицо;;1;26455,64159;26455,64159;Атырауская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B4;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Нур-Султан;Toyota City Астана;Физ. Лицо;;1;28961,69357;28961,69357;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B4;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Атырау;Тойота Центр Атырау;Физ. Лицо;;1;28961,69357;28961,69357;Атырауская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B4;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Toyota City Алматы;Юр. Лицо;;1;28961,69357;28961,69357;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B4;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Нур-Султан;Тойота Центр Астана;Физ. Лицо;;1;28961,69357;28961,69357;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B5;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Шымкент;Тойота Центр Шымкент;Физ. Лицо;;1;32475,33347;32475,33347;Южно-Казахстанская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B5;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Шымкент;Тойота Центр Шымкент;Физ. Лицо;;1;32475,33347;32475,33347;Южно-Казахстанская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B5;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Тойота Центр Жетысу;Физ. Лицо;;1;32475,33347;32475,33347;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B5;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Toyota City Алматы;Физ. Лицо;;1;32475,33347;32475,33347;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B5;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Атырау;Тойота Центр Атырау;Физ. Лицо;;1;32475,33347;32475,33347;Атырауская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B5;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Атырау;Тойота Центр Атырау;Физ. Лицо;;1;32475,33347;32475,33347;Атырауская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B5;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Караганда;Тойота Центр Караганды;Физ. Лицо;;1;32475,33347;32475,33347;Карагандинская область;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;A1;2019;Российская Федерация;Бензин;4,6;AT;4WD;D класс;Алматы;Toyota City Алматы;Юр. Лицо;;1;65389,87193;65389,87193;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;A3;2019;Российская Федерация;Бензин;3,5;AT;FWD;D класс;Нур-Султан;Toyota City Астана;Физ. Лицо;;1;47434,13863;47434,13863;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;BX;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Тойота Центр Алматы;Физ. Лицо;;1;30589,33559;30589,33559;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;BX;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Тойота Центр Алматы;Физ. Лицо;;1;30589,33559;30589,33559;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B2;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Алматы;Тойота Центр Алматы;Физ. Лицо;;1;26455,64159;26455,64159;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B3;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Нур-Султан;Тойота Центр Астана;Физ. Лицо;;1;27592,40744;27592,40744;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B3;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Нур-Султан;Toyota City Астана;Физ. Лицо;;1;27592,40744;27592,40744;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Сентябрь;Toyota Motor Kazakhstan;Toyota;Camry;B4;2019;Российская Федерация;Бензин;2.5;AT;FF;D класс;Нур-Султан;Тойота Центр Астана;Физ. Лицо;;1;28961,69357;28961,69357;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
